idx,doi,title,venue,date,openalex_id,has_abstract,abstract,error
164,10.1111/jofi.12505,"Social Capital, Trust, and Firm Performance: The Value of Corporate Social Responsibility during the Financial Crisis",The Journal of Finance,2017-03,https://openalex.org/W2785606188,True,"ABSTRACT During the 2008–2009 financial crisis, firms with high social capital, as measured by corporate social responsibility (CSR) intensity, had stock returns that were four to seven percentage points higher than firms with low social capital. High‐CSR firms also experienced higher profitability, growth, and sales per employee relative to low‐CSR firms, and they raised more debt. This evidence suggests that the trust between a firm and both its stakeholders and investors, built through investments in social capital, pays off when the overall level of trust in corporations and markets suffers a negative shock.",
165,10.1111/jofi.12544,Why Does Return Predictability Concentrate in Bad Times?,The Journal of Finance,2017-08,https://openalex.org/W2741744866,True,"ABSTRACT We build an equilibrium model to explain why stock return predictability concentrates in bad times. The key feature is that investors use different forecasting models, and hence assess uncertainty differently. As economic conditions deteriorate, uncertainty rises and investors' opinions polarize. Disagreement thus spikes in bad times, causing returns to react to past news. This phenomenon creates a positive relation between disagreement and future returns. It also generates time‐series momentum, which strengthens in bad times, increases with disagreement, and crashes after sharp market rebounds. We provide empirical support for these new predictions.",
166,10.1111/jofi.12587,The Share of Systematic Variation in Bilateral Exchange Rates,The Journal of Finance,2017-10,https://openalex.org/W3125313973,True,ABSTRACT Sorting countries by their dollar currency betas produces a novel cross section of average currency excess returns. A slope factor (long in high beta currencies and short in low beta currencies) accounts for this cross section of currency risk premia. This slope factor is orthogonal to the high‐minus‐low carry trade factor built from portfolios of countries sorted by their interest rates. The two high‐minus‐low risk factors account for 18% to 80% of the monthly exchange rate movements. The two risk factors suggest that stochastic discount factors in complete markets' models should feature at least two global shocks to describe exchange rates.,
167,10.1111/jofi.12603,Option Mispricing around Nontrading Periods,The Journal of Finance,2017-12,https://openalex.org/W2782775150,True,"ABSTRACT We find that option returns are significantly lower over nontrading periods, the vast majority of which are weekends. Our evidence suggests that nontrading returns cannot be explained by risk, but rather are the result of widespread and highly persistent option mispricing driven by the incorrect treatment of stock return variance during periods of market closure. The size of the effect implies that the broad spectrum of finance research involving option prices should account for nontrading effects. Our study further suggests how alternative industry practices could improve the efficiency of option markets in a meaningful way.",
168,10.1111/jofi.12617,"Real Options Models of the Firm, Capacity Overhang, and the Cross Section of Stock Returns",The Journal of Finance,2018-02,https://openalex.org/W3021860846,True,"ABSTRACT We use a stochastic frontier model to obtain a stock‐level estimate of the difference between a firm's installed production capacity and its optimal capacity. We show that this “capacity overhang” estimate relates significantly negatively to the cross section of stock returns, even when controlling for popular pricing factors. The negative relation persists among small and large stocks, stocks with more or less reversible investments, and in good and bad economic states. Capacity overhang helps explain momentum and profitability anomalies, but not value and investment anomalies. Our evidence supports real options models of the firm featuring valuable divestment options.",
169,10.1111/jofi.12718,Anomalies and News,The Journal of Finance,2018-08,https://openalex.org/W2895704686,True,"ABSTRACT Using a sample of 97 stock return anomalies, we find that anomaly returns are 50% higher on corporate news days and six times higher on earnings announcement days. These results could be explained by dynamic risk, mispricing due to biased expectations, or data mining. We develop and conduct several unique tests to differentiate between these three explanations. Our results are most consistent with the idea that anomaly returns are driven by biased expectations, which are at least partly corrected upon news arrival.",
170,10.1111/jofi.12737,(Almost) Model‐Free Recovery,The Journal of Finance,2018-10,https://openalex.org/W3122771045,True,"ABSTRACT Under mild assumptions, we recover the model‐free conditional minimum variance projection of the pricing kernel on various tradeable realized moments of market returns. Recovered conditional moments predict future realizations and give insight into the cyclicality of equity premia, variance risk premia, and the highest attainable Sharpe ratios under the minimum variance probability. The pricing kernel projections are often U ‐shaped and give rise to optimal conditional portfolio strategies with plausible market timing properties, moderate countercyclical exposures to higher realized moments, and favorable out‐of‐sample Sharpe ratios.",
171,10.1111/jofi.12748,Equity Misvaluation and Default Options,The Journal of Finance,2018-12,https://openalex.org/W2557535705,True,"ABSTRACT We study whether default options are mispriced in equity values by employing a structural equity valuation model that explicitly takes into account the value of the option to default (or abandon the firm) and uses firm‐specific inputs. We implement our model on the entire cross section of stocks and identify both over‐ and underpriced equities. An investment strategy that buys undervalued stocks and shorts overvalued stocks generates an annual four‐factor alpha of about 11% for U.S. stocks. The model's performance is stronger for stocks with a higher value of the default option, such as distressed or highly volatile stocks.",
172,10.1111/jofi.12766,Labor‐Technology Substitution: Implications for Asset Pricing,The Journal of Finance,2019-02,https://openalex.org/W3122016225,True,"ABSTRACT This paper studies the asset pricing implications of a firm's opportunities to replace routine‐task labor with automation. I develop a model in which firms optimally undertake such replacement when their productivity is low. Hence, firms with routine‐task labor maintain a replacement option that hedges their value against unfavorable macroeconomic shocks and lowers their expected returns. Using establishment‐level occupational data, I construct a measure of firms' share of routine‐task labor. Compared to their industry peers, firms with a higher share of routine‐task labor (i) invest more in machines and reduce more routine‐task labor during economic downturns, and (ii) have lower expected stock returns.",
173,10.1111/jofi.12771,Real Anomalies,The Journal of Finance,2019-03,https://openalex.org/W4249749652,True,"ABSTRACT We examine the importance of cross‐sectional asset pricing anomalies (alphas) for the real economy. To this end, we develop a novel quantitative model of the cross‐section of firms that features lumpy investment and informational inefficiencies, while yielding distributions in closed form. Our findings indicate that anomalies can cause material real inefficiencies, which raises the possibility that agents who help eliminate them add significant value to the economy. The model shows that the magnitude of alphas alone is a poor indicator of real outcomes, and highlights the importance of the alpha persistence, the amount of mispriced capital, and the Tobin's q of firms affected.",
174,10.1111/jofi.12784,"Reassessing False Discoveries in Mutual Fund Performance: Skill, Luck, or Lack of Power?",The Journal of Finance,2019-05,https://openalex.org/W2944091614,True,"ABSTRACT Barras, Scaillet, and Wermers propose the false discovery rate (FDR) to separate skill (alpha) from luck in fund performance. Using simulations with parameters informed by the data, we find that this methodology is conservative and underestimates the proportion of nonzero‐alpha funds. For example, 65% of funds with economically large alphas of are misclassified as zero alpha. This bias arises from the low signal‐to‐noise ratio in fund returns and the resulting low statistical power. Our results question FDR's applicability in performance evaluation and other domains with low power, and can materially change the conclusion that most funds have zero alpha.",
175,10.1111/jofi.12818,Stock Returns over the FOMC Cycle,The Journal of Finance,2019-05,https://openalex.org/W3123846085,True,"ABSTRACT We document that since 1994, the equity premium is earned entirely in weeks 0, 2, 4, and 6 in Federal Open Market Committee (FOMC) cycle time, that is, even weeks starting from the last FOMC meeting. We causally tie this fact to the Fed by studying intermeeting target changes, Fed funds futures, and internal Board of Governors meetings. The Fed has affected the stock market via unexpectedly accommodating policy, leading to large reductions in the equity premium. Evidence suggests systematic informal communication of Fed officials with the media and financial sector as a channel through which news about monetary policy has reached the market.",
176,10.1111/jofi.12833,Diagnostic Expectations and Stock Returns,The Journal of Finance,2019-07,https://openalex.org/W2758449449,True,"ABSTRACT We revisit La Porta's finding that returns on stocks with the most optimistic analyst long‐term earnings growth forecasts are lower than those on stocks with the most pessimistic forecasts. We document the joint dynamics of fundamentals, expectations, and returns of these portfolios, and explain the facts using a model of belief formation based on the representativeness heuristic. Analysts forecast fundamentals from observed earnings growth, but overreact to news by exaggerating the probability of states that have become more likely. We find support for the model's predictions. A quantitative estimation of the model accounts for the key patterns in the data.",
177,10.1111/jofi.12870,Consumption Fluctuations and Expected Returns,The Journal of Finance,2019-12,https://openalex.org/W2971717653,True,"ABSTRACT This paper introduces a novel consumption‐based variable, cyclical consumption, and examines its predictive properties for stock returns. Future expected stock returns are high (low) when aggregate consumption falls (rises) relative to its trend and marginal utility from current consumption is high (low). We show that the empirical evidence ties consumption decisions of agents to time variation in returns in a manner consistent with asset pricing models based on external habit formation. The predictive power of cyclical consumption is not confined to bad times and subsumes the predictability of many popular forecasting variables.",
178,10.1111/jofi.12876,What Drives Anomaly Returns?,The Journal of Finance,2020-01,https://openalex.org/W3122991171,True,"ABSTRACT We decompose the returns of five well‐known anomalies into cash flow and discount rate news. Common patterns emerge across the five factor portfolios and their mean‐variance efficient (MVE) combination. Whereas discount rate news predominates in market returns, systematic cash flow news drives the returns of anomaly portfolios and their MVE combination with the market portfolio. Anomaly cash flow and discount rate shocks are largely uncorrelated with market cash flow and discount rate shocks and with business cycle fluctuations. These rich empirical patterns restrict the joint dynamics of firm cash flows and the pricing kernel, thereby informing models of stocks' expected returns.",
179,10.1111/jofi.12878,Insider Investment Horizon,The Journal of Finance,2020-01,https://openalex.org/W2610851087,True,"ABSTRACT We examine the relation between insiders’ investment horizon and the information content of their trades with respect to future stock returns. We conjecture that an insider's investment horizon establishes a benchmark for expected patterns of continued trading behavior and thus helps identify unexpected insider trades, which should be more informative in efficient markets. Consistent with this conjecture, the trades of short‐horizon insiders are both more unexpected and more informed, on average, than those of long‐horizon insiders. Short‐horizon insiders and their firms also tend to display characteristics that are associated with a greater focus on short‐termism.",
180,10.1111/jofi.12885,Lazy Prices,The Journal of Finance,2020-01,https://openalex.org/W4252402383,True,"ABSTRACT Using the complete history of regular quarterly and annual filings by U.S. corporations, we show that changes to the language and construction of financial reports have strong implications for firms’ future returns and operations. A portfolio that shorts “changers” and buys “nonchangers” earns up to 188 basis points per month in alpha (over 22% per year) in the future. Moreover, changes to 10‐Ks predict future earnings, profitability, future news announcements, and even future firm‐level bankruptcies. Unlike typical underreaction patterns, we find no announcement effect, suggesting that investors are inattentive to these simple changes across the universe of public firms.",
181,10.1111/jofi.12890,How Skilled Are Security Analysts?,The Journal of Finance,2020-02,https://openalex.org/W2795099695,True,"ABSTRACT The majority of security analysts are identified as skilled when the cross‐section of analyst performance is modeled as a mixture of multiple skill distributions. Analysts exhibit heterogeneous skill—some are high‐type, and some are low‐type. On average, the recommendation revisions of both types exhibit positive abnormal returns. The heterogeneity stems from differential ability to produce new information; all analysts can profitably process news. Top analysts outperform because more of their recommendations are influential (i.e., associated with statistically significant returns) and both their influential and noninfluential recommendations are more informative. A majority of research firms are also identified as skilled.",
182,10.1111/jofi.12898,Understanding Systematic Risk: A High‐Frequency Approach,The Journal of Finance,2020-03,https://openalex.org/W3121287929,True,"ABSTRACT Based on a novel high‐frequency data set for a large number of firms, I estimate the time‐varying latent continuous and jump factors that explain individual stock returns. The factors are estimated using principal component analysis applied to a local volatility and jump covariance matrix. I find four stable continuous systematic factors, which can be well approximated by a market, oil, finance, and electricity portfolio, while there is only one stable jump market factor. The exposure of stocks to these risk factors and their explained variation is time‐varying. The four continuous factors carry an intraday risk premium that reverses overnight.",
183,10.1111/jofi.12901,Cash Flow News and Stock Price Dynamics,The Journal of Finance,2020-04,https://openalex.org/W2807003334,True,"ABSTRACT We develop a new approach to modeling dynamics in cash flows extracted from daily firm‐level dividend announcements. We decompose daily cash flow news into a persistent component, jumps, and temporary shocks. Empirically, we find that the persistent cash flow component is a highly significant predictor of future growth in dividends and consumption. Using a log‐linearized present value model, we show that news about the persistent dividend growth component predicts stock returns consistent with asset pricing constraints implied by this model. News about the daily dividend growth process also helps explain concurrent return volatility and the probability of jumps in stock returns.",
184,10.1111/jofi.12960,"Inalienable Customer Capital, Corporate Liquidity, and Stock Returns",The Journal of Finance,2020-07,https://openalex.org/W2900224555,True,"ABSTRACT We develop a model in which customer capital depends on key talents' contribution and pure brand recognition. Customer capital guarantees stable demand but is fragile to financial constraints risk if retained mainly by talents, who tend to quit financially constrained firms, damaging customer capital. Using a proprietary, granular brand‐perception survey, we construct a firm‐level measure of the inalienability of customer capital (ICC) that captures the degree to which customer capital depends on talents. Firms with higher ICC have higher average returns, higher talent turnover, and more precautionary financial policies. The ICC‐sorted long‐short portfolio's spread comoves with financial constraints factor.",
185,10.1111/jofi.12962,Measuring Mutual Fund Flow Pressure as Shock to Stock Returns,The Journal of Finance,2020-07,https://openalex.org/W2905355500,True,"ABSTRACT A large and rapidly growing literature examines the impact of misvaluation on firm policies by using mutual fund outflow‐induced price pressure to isolate nonfundamental price variation. I demonstrate that the standard approach to computing outflow‐induced price pressure produces a measure that is inadvertently a direct function of a stock's actual realized return during the outflow quarter, raising doubts about its orthogonality to fundamentals. After removing these direct measurements of return, outflows generate a fairly negligible quarterly decline in returns, with no subsequent reversal, and many established results in this literature no longer hold. I provide suggestions for future analysis.",
186,10.1111/jofi.12968,Stock Market Returns and Consumption,The Journal of Finance,2020-07,https://openalex.org/W2784956653,True,ABSTRACT This paper employs Swedish data on households' stock holdings to investigate how consumption responds to changes in stock market returns. We instrument the actual capital gains and dividend payments with past portfolio weights. Unrealized capital gains lead to a marginal propensity to consume of 23% for the bottom 50% of the wealth distribution and about 3% for the top 30% of the wealth distribution. Household consumption is significantly more responsive to dividend payouts across all parts of the wealth distribution. Our findings are consistent with households treating capital gains and dividends as separate sources of income.,
187,10.1111/jofi.12993,"The Perception of Dependence, Investment Decisions, and Stock Prices",The Journal of Finance,2020-11,https://openalex.org/W3125196500,True,"ABSTRACT How do investors perceive dependence between stock returns; and how does their perception of dependence affect investments and stock prices? We show experimentally that investors understand differences in dependence, but not in terms of correlation. Participants invest as if applying a simple counting heuristic for the frequency of comovement. They diversify more when the frequency of comovement is lower even if correlation is higher due to dependence in the tails. Building on our experimental findings, we empirically analyze U.S. stock returns. We identify a robust return premium for stocks with high frequencies of comovement with the market return.",
188,10.1111/jofi.13036,The Limits of <i>p</i>‐Hacking: Some Thought Experiments,The Journal of Finance,2021-04,https://openalex.org/W3159930119,True,"ABSTRACT Suppose that the 300+ published asset pricing factors are all spurious. How much p ‐hacking is required to produce these factors? If 10,000 researchers generate eight factors every day, it takes hundreds of years. This is because dozens of published t ‐statistics exceed 6.0, while the corresponding p ‐value is infinitesimal, implying an astronomical amount of p ‐hacking in a general model. More structure implies that p ‐hacking cannot address 100 published t ‐statistics that exceed 4.0, as they require an implausibly nonlinear preference for t ‐statistics or even more p ‐hacking. These results imply that mispricing, risk, and/or frictions have a key role in stock returns.",
189,10.1111/jofi.13095,Cultural Biases in Equity Analysis,The Journal of Finance,2021-11,https://openalex.org/W3213315438,True,"ABSTRACT A more positive cultural trust bias by an equity analyst's country of origin toward a firm's headquarter country is associated with significantly more positive stock recommendations. The cultural bias effect is stronger for eponymous firms whose names mention their home country and varies over time, increasing with negative sentiment. I find evidence of a negative North‐South bias during the European debt crisis and United Kingdom‐Europe divergence amid Brexit. Share price reactions to recommendations by more biased analysts are weaker, and more biased recommendations are worse predictors of monthly stock returns. More positively biased analysts also assign higher target prices.",
190,10.1111/jofi.13098,Stock Market and No‐Dividend Stocks,The Journal of Finance,2021-12,https://openalex.org/W3191112823,True,"ABSTRACT We develop a stationary model of the aggregate stock market featuring both dividend‐paying and no‐dividend stocks within a familiar, parsimonious consumption‐based equilibrium framework. We find that such a simple feature leads to profound implications supporting several stock market empirical regularities that leading consumption‐based asset pricing models have difficulty reconciling. Namely, the presence of no‐dividend stocks in the stock market leads to a lower correlation between stock market returns and the aggregate consumption growth rate, a nonmonotonic and even negative relation between the stock market risk premium and its volatility, and a downward‐sloping term structure of equity risk premia.",
191,10.1111/jofi.13120,Volatility Expectations and Returns,The Journal of Finance,2022-02,https://openalex.org/W4211080641,True,"ABSTRACT We provide evidence that agents have slow‐moving beliefs about stock market volatility that lead to initial underreaction to volatility shocks followed by delayed overreaction. These dynamics are mirrored in the VIX and variance risk premiums, which reflect investor expectations about volatility, and are also supported in both surveys and firm‐level option prices. We embed these expectations into an asset pricing model and find that the model can account for a number of stylized facts about market returns and return volatility that are difficult to reconcile, including a weak or even negative risk‐return trade‐off.",
192,10.1111/jofi.13119,Common Risk Factors in Cryptocurrency,The Journal of Finance,2022-02,https://openalex.org/W3139542328,True,"ABSTRACT We find that three factors—cryptocurrency market, size, and momentum—capture the cross‐sectional expected cryptocurrency returns. We consider a comprehensive list of price‐ and market‐related return predictors in the stock market and construct their cryptocurrency counterparts. Ten cryptocurrency characteristics form successful long‐short strategies that generate sizable and statistically significant excess returns, and we show that all of these strategies are accounted for by the cryptocurrency three‐factor model. Lastly, we examine potential underlying mechanisms of the cryptocurrency size and momentum effects.",
193,10.1111/jofi.13123,Luck versus Skill in the Cross Section of Mutual Fund Returns: Reexamining the Evidence,The Journal of Finance,2022-03,https://openalex.org/W4220973125,True,"ABSTRACT While Kosowski et al. (2006, Journal of Finance 61, 2551–2595) and Fama and French (2010, Journal of Finance 65, 1915–1947) both evaluate whether mutual funds outperform, their conclusions are very different. We reconcile their findings. We show that the Fama‐French method suffers from an undersampling problem that leads to a failure to reject the null hypothesis of zero alpha, even when some funds generate economically large risk‐adjusted returns. In contrast, Kosowski et al. substantially overreject the null hypothesis, even when all funds have a zero alpha. We present a novel bootstrapping approach that should be useful to future researchers choosing between the two approaches.",
194,10.1111/jofi.13128,The Wisdom of the Robinhood Crowd,The Journal of Finance,2022-03,https://openalex.org/W4220739030,True,"ABSTRACT Robinhood investors increased their holdings in the March 2020 COVID bear market, indicating an absence of collective panic and margin calls. This steadfastness was rewarded in the subsequent bull market. Despite unusual interest in some “experience” stocks (e.g., cannabis stocks), they tilted primarily toward stocks with high past share volume and dollar‐trading volume (themselves mostly big stocks). From mid‐2018 to mid‐2020, an aggregated crowd consensus portfolio (a proxy for the household‐equal‐weighted portfolio) had both good timing and good alpha.",
195,10.1111/jofi.13131,Factor Momentum and the Momentum Factor,The Journal of Finance,2022-04,https://openalex.org/W4226129903,True,ABSTRACT Momentum in individual stock returns relates to momentum in factor returns. Most factors are positively autocorrelated: the average factor earns a monthly return of six basis points following a year of losses and 51 basis points following a positive year. We find that factor momentum concentrates in factors that explain more of the cross section of returns and that it is not incidental to individual stock momentum: momentum‐neutral factors display more momentum. Momentum found in high‐eigenvalue principal component factors subsumes most forms of individual stock momentum. Our results suggest that momentum is not a distinct risk factor—it times other factors.,
196,10.1111/jofi.13130,Are Analyst Short‐Term Trade Ideas Valuable?,The Journal of Finance,2022-04,https://openalex.org/W4223417475,True,"ABSTRACT Short‐term trade ideas are a component of analyst research highly valued by institutional investors. Using a novel and comprehensive database, we find that trade ideas have a stock price impact at least as large as recommendation and target price changes. Trade ideas based on expectations of future events are more informative than those identifying incomplete incorporation of past information in stock prices. Analysts with better access to a firm's management produce better trade ideas. Institutional investors trade in the direction of trade ideas. Investors following trade ideas can earn significant abnormal returns, consistent with analysts possessing valuable short‐term stock‐picking skills.",
197,10.1111/jofi.13135,A New Test of Risk Factor Relevance,The Journal of Finance,2022-04,https://openalex.org/W4226466877,True,"ABSTRACT Textbook models assume that investors try to insure against bad states of the world associated with specific risk factors when investing. This is a testable assumption and we develop a survey framework for doing so. Our framework can be applied to any risk factor. We demonstrate the approach using consumption growth, which makes our results applicable to most modern asset‐pricing models. Participants respond to changes in the mean and volatility of stock returns consistent with textbook models, but we find no evidence that they view an asset's correlation with consumption growth as relevant to investment decisions.",
198,10.1111/jofi.13173,CEO Political Leanings and Store‐Level Economic Activity during the COVID‐19 Crisis: Effects on Shareholder Value and Public Health,The Journal of Finance,2022-08,https://openalex.org/W4290786623,True,"ABSTRACT Maintaining economic output during the COVID‐19 pandemic results in benefits for firm shareholders but comes at a potential cost to public health. Using store‐level data, we examine how a CEO's political leaning impacts this trade‐off. We document that firms with a Republican‐leaning CEO experience a relative increase in store visits compared to firms with a Democratic‐leaning CEO. The increase in store visits is associated with higher sales and positive abnormal stock returns. However, we also document higher COVID‐19 transmission rates and more employee safety complaints in communities where establishments with higher store traffic are managed by a Republican‐leaning CEO.",
199,10.1111/jofi.13181,Stock Market Spillovers via the Global Production Network: Transmission of U.S. Monetary Policy,The Journal of Finance,2022-09,https://openalex.org/W4296376914,True,"ABSTRACT We quantify the role of global production linkages in explaining spillovers of U.S. monetary policy shocks on country‐sector stock returns. We estimate a structural spatial autoregression (SAR) model that is consistent with an open‐economy production network framework. Using the SAR model, we decompose the total impact of U.S. monetary policy on global stock returns into direct and network effects. Nearly 70% of the total impact is due to the network effect of global production linkages. Empirical counterfactuals show that shutting down global production linkages halves the total impact of U.S. monetary policy shocks.",
200,10.1111/jofi.13183,Attention‐Induced Trading and Returns: Evidence from Robinhood Users,The Journal of Finance,2022-09,https://openalex.org/W4298146935,True,"ABSTRACT We study the influence of financial innovation by fintech brokerages on individual investors’ trading and stock prices. Using data from Robinhood, we find that Robinhood investors engage in more attention‐induced trading than other retail investors. For example, Robinhood outages disproportionately reduce trading in high‐attention stocks. While this evidence is consistent with Robinhood attracting relatively inexperienced investors, we show that it is also driven in part by the app's unique features. Consistent with models of attention‐induced trading, intense buying by Robinhood users forecasts negative returns. Average 20‐day abnormal returns are −4.7% for the top stocks purchased each day.",
201,10.1111/jofi.13198,Beyond Basis Basics: Liquidity Demand and Deviations from the Law of One Price,The Journal of Finance,2022-12,https://openalex.org/W4311309506,True,"ABSTRACT Deviations from the law of one price between futures and spot prices—the futures‐cash basis—capture information about liquidity demand for equity market exposure in global markets. We show that the basis comoves with dealer and investor futures positions, is contemporaneously positively correlated with futures and spot market returns, and negatively predicts futures and spot returns. These findings are consistent with the futures‐cash basis reflecting liquidity demand that is common to futures and cash equity markets. We find persistent supply‐demand imbalances for equity index exposure reflected in the basis, giving rise to an annual premium of 5% to 6%.",
202,10.1111/jofi.13199,Principal Portfolios,The Journal of Finance,2022-12,https://openalex.org/W4311416814,True,"ABSTRACT We propose a new asset pricing framework in which all securities' signals predict each individual return. While the literature focuses on securities' own‐signal predictability, assuming equal strength across securities, our framework includes cross‐predictability—leading to three main results. First, we derive the optimal strategy in closed form. It consists of eigenvectors of a “prediction matrix,” which we call “principal portfolios.” Second, we decompose the problem into alpha and beta, yielding optimal strategies with, respectively, zero and positive factor exposure. Third, we provide a new test of asset pricing models. Empirically, principal portfolios deliver significant out‐of‐sample alphas to standard factors in several data sets.",
203,10.1111/jofi.13216,Duration‐Driven Returns,The Journal of Finance,2023-02,https://openalex.org/W4322492524,True,"ABSTRACT We propose a duration‐based explanation for the premia on major equity factors, including value, profitability, investment, low‐risk, and payout factors. These factors invest in firms that earn most of their cash flows in the near future and could therefore be driven by a premium on near‐future cash flows. We test this hypothesis using a novel data set of single‐stock dividend futures, which are claims on dividends of individual firms. Consistent with our hypothesis, the expected Capital Asset Pricing Model alpha on individual cash flows decreases in maturity within a firm, and the alpha is not related to the above characteristics when controlling for maturity.",
204,10.1111/jofi.13220,Who Owns What? A Factor Model for Direct Stockholding,The Journal of Finance,2023-03,https://openalex.org/W3190938980,True,"ABSTRACT We build a cross‐sectional factor model for investors' direct stockholdings and estimate it using data from almost 10 million retail accounts in the Indian stock market. Our model identifies strong investor clienteles for stock characteristics, most notably firm age and share price, and for particular clusters of stock characteristics. These clienteles are intuitively associated with investor attributes such as account age, size, and diversification. Coheld stocks tend to have higher return covariance, inconsistent with simple models of diversification but suggestive that clientele demands influence stock returns.",
205,10.1111/jofi.13248,"Liquidity, Volume, and Order Imbalance Volatility",The Journal of Finance,2023-05,https://openalex.org/W4377987782,True,"ABSTRACT We examine the dynamics of liquidity using a comprehensive sample of U.S. stocks in the post‐decimalization period. Motivated by a continuous‐time inventory model, we compute a high‐frequency measure of order imbalance volatility to proxy for the inventory risk faced by liquidity providers. We show that high‐frequency order imbalance volatility is an important driver of liquidity and explains the often positive time‐series relation between spread and volume for large stocks, which seems to run counter to most theoretical models. Furthermore, order imbalance volatility is priced in the cross‐section of stock returns.",
206,10.1111/jofi.13253,Retail Derivatives and Sentiment: A Sentiment Measure Constructed from Issuances of Retail Structured Equity Products,The Journal of Finance,2023-05,https://openalex.org/W4378549151,True,"ABSTRACT We use retail structured equity product (SEP) issuances to construct a new sentiment measure for large capitalization stocks. The SEP sentiment measure predicts negative abnormal returns on the SEP reference stocks based on a variety of factor models, and also predicts returns in Fama‐MacBeth regressions that include a wide range of covariates. Consistent with our interpretation that SEP issuances reflect investor sentiment, aggregate SEP issuances are highly correlated with the Baker‐Wurgler sentiment index. Tobit regressions reveal that proxies for attention and sentiment predict SEP issuance volumes, providing additional evidence consistent with the hypothesis that SEP issuances reflect sentiment.",
207,10.1111/jofi.13272,Global Pricing of Carbon‐Transition Risk,The Journal of Finance,2023-08,https://openalex.org/W4385782790,True,"ABSTRACT The energy transition away from fossil fuels exposes companies to carbon‐transition risk. Estimating the market‐based premium associated with carbon‐transition risk in a cross section of 14,400 firms in 77 countries, we find higher stock returns associated with higher levels and growth rates of carbon emissions in all sectors and most countries. Carbon premia related to emissions growth are greater for firms located in countries with lower economic development, larger energy sectors, and less inclusive political systems. Premia related to emission levels are higher in countries with stricter domestic climate policies. The latter have increased with investor awareness about climate change risk.",
208,10.1111/jofi.13275,Operating Hedge and Gross Profitability Premium,The Journal of Finance,2023-09,https://openalex.org/W4386699314,True,"ABSTRACT We show theoretically that variable production costs reduce systematic risk of firms' cash flows if capital and variable inputs are complementary in firms' production and input prices are procyclical. In our dynamic model, this operating hedge effect is weaker for more profitable firms, giving rise to a gross profitability premium. Moreover, gross profitability and value factors are distinct and negatively correlated, and their premia are not captured by the capital asset pricing model (CAPM). We estimate the model by simulated method of moments, and find that its main implications for stock returns and cash flow dynamics are quantitatively consistent with the data.",
209,10.1111/jofi.13287,Front‐Page News: The Effect of News Positioning on Financial Markets,The Journal of Finance,2023-11,https://openalex.org/W4388130299,True,"ABSTRACT This paper estimates the effect of news positioning on the speed of price discovery, using exogenous variation in prominent (“front‐page”) positioning of news articles on the Bloomberg terminal. Front‐page articles see 240% higher trading volume and 176% larger absolute excess returns during the first 10 minutes after publication than equally important non‐front‐page articles. Overall, the information in front‐page articles is fully incorporated into prices within an hour of publication. The response to non‐front‐page information of similar importance eventually converges but takes more than two days to be fully reflected in prices.",
210,10.1111/jofi.13298,The Virtue of Complexity in Return Prediction,The Journal of Finance,2023-12,https://openalex.org/W4389490991,True,"ABSTRACT Much of the extant literature predicts market returns with “simple” models that use only a few parameters. Contrary to conventional wisdom, we theoretically prove that simple models severely understate return predictability compared to “complex” models in which the number of parameters exceeds the number of observations. We empirically document the virtue of complexity in U.S. equity market return prediction. Our findings establish the rationale for modeling expected returns through machine learning.",
211,10.1111/jofi.13312,Dissecting the Long‐Term Performance of the Chinese Stock Market,The Journal of Finance,2024-03,https://openalex.org/W4392356645,True,"ABSTRACT Domestically listed Chinese (A‐share) firms have lower stock returns than externally listed Chinese, developed, and emerging country firms during 2000 to 2018. They also have lower net cash flows than matched unlisted Chinese firms. The underperformance of both stock and accounting returns is more pronounced for large A‐share firms, while small firms show no underperformance along either dimension. Investor sentiment explains low stock returns in the cross‐country and within‐A‐share samples. Institutional deficiencies in listing and delisting processes and weak corporate governance in terms of shareholder value creation are consistent with the underperformance in stock returns and net cash flows.",
212,10.1111/jofi.13324,Modeling Conditional Factor Risk Premia Implied by Index Option Returns,The Journal of Finance,2024-03,https://openalex.org/W4392620617,True,"ABSTRACT We propose a novel factor model for option returns. Option exposures are estimated nonparametrically, and factor risk premia can vary nonlinearly with states. The model is estimated using regressions with minimal assumptions on factor and option return dynamics. We estimate the model using index options to characterize the conditional risk premia for factors of interest, such as the market return, market variance, tail and intermediary risk factors, higher moments, and the VIX term structure slope. Together, market return and variance explain more than 90% of option return variation. Unconditionally, the magnitude of the variance risk premium is plausible. It displays pronounced time variation, spikes during crises, and always has the expected sign.",
213,10.1111/jofi.13377,Business News and Business Cycles,The Journal of Finance,2024-08,https://openalex.org/W4401461043,True,"ABSTRACT We propose an approach to measuring the state of the economy via textual analysis of business news. From the full text of 800,000 Wall Street Journal articles for 1984 to 2017, we estimate a topic model that summarizes business news into interpretable topical themes and quantifies the proportion of news attention allocated to each theme over time. News attention closely tracks a wide range of economic activities and can forecast aggregate stock market returns. A text‐augmented vector autoregression demonstrates the large incremental role of news text in forecasting macroeconomic dynamics. We retrieve the narratives that underlie these improvements in market and business cycle forecasts.",
