claims,paper_id
"Firm characteristics like size, earnings/price, cashflow/price, book-to-market equity, past sales growth, long-term past return, and short-term past return are related to average returns on common stocks.",5469
The current values of the predictive variables can exert a substantial influence on stock returns.,5473
The current values of the predictive variables exert a substantial influence on stock returns.,5475
Large shocks to broad-based market indices positively impact the magnitude and persistence of stock return correlations.,5482
Large shocks to broad-based market indices positively impact the magnitude and persistence of stock return correlations.,5483
Higher pre-acquisition market and acquiring firm stock returns increase the likelihood of stock financing.,5486
Higher pre-acquisition market and acquiring firm stock returns increase the likelihood of stock financing.,5487
Systematic errors in expectations may explain the high returns earned by value stocks.,5490
Investment strategies that seek to exploit errors in analysts' forecasts earn superior returns.,5490
Firm size and book-to-market equity ratios are associated with stock returns.,5493
Value stocks are associated with high stock returns.,5501
Investment strategies that exploit errors in analysts' forecasts are associated with superior stock returns.,5501
Firm sizes are associated with stock returns.,5507
Book-to-market ratios are associated with stock returns.,5507
Earnings surprises are associated with stock returns.,5509
Earnings surprises are associated with stock returns.,5510
Monetary policy shocks are associated with stock returns.,5513
Expansionary policy increases stock returns.,5513
Exposure to monetary policy increases an asset's return.,5513
Monetary policy shocks are associated with stock returns.,5516
Expansionary policy increases stock returns.,5516
Exposure to monetary policy increases an asset's return.,5516
Instrumental variables are associated with predicting security returns.,5519
Market segmentation is associated with stock prices.,5520
Changes in dividends are associated with future earnings.,5521
Firms that increase dividends have significant positive excess returns.,5521
Market segmentation is associated with stock prices.,5524
Changes in dividends are associated with future earnings.,5525
Firms that increase dividends have significant positive excess returns.,5525
Top executives' trading is reliably associated with the stock returns of secondary issuers.,5529
The upward price shifts at the turn of the year are significantly correlated with the simultaneous returns to small stocks.,5530
The upward price shifts at the turn of the year are significantly correlated with the simultaneous returns to small stocks.,5531
Top executives' trading is reliably associated with the stock returns of secondary issuers.,5539
Some of the variation in risk-adjusted excess returns remains predictable during periods of high interest rates.,5541
Investors tend to purchase foreign assets in periods when the return on foreign assets is high and to sell when the return is low.,5542
Firms conducting seasoned equity offerings have inordinately low stock returns during the five years after the offering.,5544
"Issuing firms are disproportionately high-growth firms, but issuers have much lower subsequent stock returns than nonissuers with the same growth rate.",5544
Investors tend to purchase foreign assets in periods when the return on foreign assets is high and to sell when the return is low.,5545
Some of the variation in risk-adjusted excess returns remains predictable during periods of high interest rates.,5546
Monetary policy variables are significant predictors of future stock returns.,5550
International equity markets exhibit medium-term return continuation.,5561
Return continuation is negatively related to firm size.,5561
Return continuation is present in all twelve sample countries.,5561
An internationally diversified portfolio of past medium-term Winners outperforms a portfolio of medium-term Losers.,5561
International momentum returns are correlated with those of the United States.,5561
The method of payment in stock offers predicts positive abnormal returns for bidders.,5567
Insider buying is associated with low stock returns.,5568
Insider buying is associated with high stock returns.,5568
Bankruptcy risk is associated with lower than average stock returns.,5570
Dividend changes are correlated with stock returns.,5572
Changes in a firm's systematic risk are associated with expected returns.,5573
Dividend yield predicts stock returns.,5577
Unusually high accruals in the IPO year are associated with poor stock return performance in the three years thereafter.,5580
Issuers in the most aggressive quartile of earnings managers experience stock returns approximately 20 percent less than those in the most conservative quartile.,5580
Value stocks have higher returns than growth stocks.,5581
Higher managerial ownership is associated with stock returns.,5589
"Funds that receive more money subsequently perform significantly better than those that lose money, which is associated with stock returns.",5593
"IPOs with low flipping generate abnormal returns of 1.5 percentage points per month over the first six months, which is associated with stock returns.",5594
Bidding firms earning positive abnormal returns in diversifying acquisitions is associated with stock returns.,5596
Managers who attended higher‐SAT undergraduate institutions have systematically higher risk‐adjusted excess returns.,5598
"Emerging market stocks exhibit momentum, small stocks outperform large stocks, and value stocks outperform growth stocks.",5600
Industry momentum investment strategies appear highly profitable.,5601
"Firms emerging from Chapter 11 consistently find evidence of large, positive excess returns in 200 days of returns following emergence.",5604
"The portfolio choice varies significantly with the dividend yield, default premium, term premium, and lagged excess return.",5605
Acquisitions by cash‐rich firms are value decreasing.,5607
Cash‐rich firms are more likely to make diversifying acquisitions and their targets are less likely to attract other bidders.,5607
Changes in institutional ownership predict stock returns.,5608
Institutional herding is positively correlated with lag returns and appears to be related to stock return momentum.,5608
Momentum strategies are associated with stock returns.,5614
Predictability in asset returns influences optimal portfolio choice for long-horizon investors.,5615
The value premium is associated with U.S. stock returns.,5616
Trading volume is a significant determinant of stock returns.,5619
Higher precision of signals tends to increase stock returns.,5620
"Stock market liberalization may reduce the cost of equity capital, influencing stock returns.",5621
Affected stocks experienced statistically significant excess returns during the event week.,5624
Conditional skewness helps explain the cross‐sectional variation of expected stock returns.,5625
"Entrepreneurial income risk has a significant influence on asset prices, affecting stock returns.",5627
The equity share in new issues predicts U.S. stock market returns.,5631
Firms issuing relatively more equity than debt is associated with low market returns.,5631
Seat market volumes predict stock returns.,5639
The dividend–price ratio tracks time-varying expected returns.,5640
Investment plans have substantial forecasting power for excess stock returns.,5641
Labor income is positively correlated with stock returns.,5649
Security analyst recommendations are associated with stock returns.,5650
Fluctuations in the consumption–wealth ratio are strong predictors of stock returns.,5652
The consumption–wealth ratio summarizes expected returns on the market portfolio.,5652
Fundamental/price ratios are able to forecast stock returns.,5654
Market value is associated with expected stock returns.,5654
Loss aversion over individual stocks influences stock returns.,5660
Expected future returns vary systematically with relative value.,5662
Discount firms have significantly higher subsequent returns than premium firms.,5662
R&D intensity is positively associated with stock returns.,5665
Companies with high R&D to equity market value earn large excess returns.,5665
Risk arbitrage returns are positively correlated with market returns.,5667
Risk arbitrage generates excess returns of four percent per year.,5667
Corporate name changes to Internet-related names produce cumulative abnormal returns.,5668
Cash-flow news drives firm-level stock returns.,5672
Expected-return news influences firm-level stock returns.,5672
The sensitivity of managers' stock option portfolios to stock price influences stock returns.,5680
The sensitivity of managers' stock option portfolios to stock return volatility is associated with stock returns.,5680
Parameter uncertainty is associated with stock returns.,5684
The unconditional mean aggregate equity premium is associated with stock returns.,5687
Short interest predicts stock returns.,5689
Dispersion in analysts' earnings forecasts is associated with lower future stock returns.,5692
Information-based trading affects asset returns.,5693
A difference in the probability of information-based trading leads to a difference in expected stock returns.,5693
Book-to-market equity is associated with stock returns.,5694
Analyst coverage is associated with abnormal stock returns.,5697
Expected inflation is associated with stock returns.,5701
Dividend yields are related to expected inflation in stock returns.,5701
Capital gains are related to expected inflation in stock returns.,5701
Expected 15-year profitability is associated with stock returns.,5706
The expected return on value- minus-growth strategies is associated with stock returns.,5706
Average stock variance is positively related to stock market returns.,5707
Sunshine is strongly significantly correlated with stock returns.,5710
Crisis period stock returns of firms in which managers have high levels of control rights are 10–20 percentage points lower than those of other firms.,5715
We find substantial momentum in consecutive weekly returns when the latter week has unexpectedly high turnover.,5718
We find reversals in consecutive weekly returns when the latter week has unexpectedly low turnover.,5718
Political party affiliation influences stock returns.,5721
Firm-specific variables that correlate with leverage explain stock returns.,5723
Institutional trading positively influences stock returns.,5726
Individual trading negatively influences stock returns.,5726
Changes in price quotations affect stock returns.,5727
The use of synthetic local currency debt is associated with a drop in stock returns.,5728
The economic efficiency of corporate investment is positively associated with firm-specific variation in stock returns.,5732
Bullishness in Internet stock messages predicts stock returns.,5740
Disagreement among posted messages is associated with stock returns.,5740
Momentum profits depend on the state of the market and influence stock returns.,5742
"Liberalization reduces the systematic risk associated with holding investible securities, which influences stock returns.",5744
The average effect of the reduction in systematic risk is directly proportional to stock returns.,5744
"Differences in the composition of information affect the cost of capital, which influences stock returns.",5747
Abnormal short-selling is significantly linked to post-announcement stock returns.,5748
The dispersion of analysts' earnings forecasts negatively influences stock returns.,5749
Idiosyncratic asset risk is associated with a decrease in expected stock returns.,5749
The cross-sectional variance of consumption growth is a priced factor associated with asset returns.,5751
Market-related stock return standard deviations are important determinants of the bid structure in mergers.,5755
Corporate investment decisions can explain the conditional dynamics in expected asset returns.,5756
The stock return momentum phenomenon is associated with the smart money effect.,5757
Financially distressed stocks are associated with anomalously low returns.,5758
Local investments predict stock returns.,5759
The proportion of equity in total new debt and equity issues is negatively correlated with future equity market returns.,5763
Geographically proximate analysts impact stock returns.,5764
"Unanticipated monetary policy actions influence expected excess returns, which account for the response of stock prices.",5766
High market returns predict low market returns.,5770
The conditional covariance between stock returns and aggregate consumption growth influences stock returns.,5772
Aggregate consumption risks are associated with differences in risk premia across equity returns.,5773
High presale price estimates are associated with adverse subsequent abnormal returns.,5774
Overconfident managers overestimate the returns to their investment projects.,5778
Stocks with high sensitivities to innovations in aggregate volatility have low average returns.,5782
Stocks with high idiosyncratic volatility relative to the Fama and French model have abysmally low average returns.,5782
Bayesian alphas based on the Capital Asset Pricing Model (CAPM) are particularly useful for predicting future standard CAPM alphas.,5793
Weaker investor protection is associated with higher return volatility.,5804
Weaker investor protection is associated with larger risk premia.,5804
Weaker investor protection is associated with higher interest rate.,5804
Perfecting investor protection increases the stock market's value.,5804
Buying assets that others are buying ensures high future cash flows for the firm and subsequent high returns for investors.,5812
The degree of competition influences assets' expected rates of return.,5822
Firms in more competitive industries earn higher returns when demand is low.,5822
Firms in more concentrated industries earn higher returns when demand is high.,5822
The propensity to gamble is associated with investment decisions in lottery-type stocks.,5826
Investment in lottery-type stocks is correlated with socioeconomic factors that induce greater expenditure in lotteries.,5826
Low information quality is associated with a high equity premium.,5830
Variation in effective risk aversion produces a large equity premium.,5832
There is a strong relation between stock market liquidity and the business cycle.,5837
Garbage growth is priced and drives out NIPA expenditure growth.,5838
Assets with high idiosyncratic risk have low expected returns.,5841
Assets that display high correlation with the portfolios of liquidation-prone investors have high expected returns.,5841
Characteristics of stock issuers can be used to forecast important common factors in stocks' returns.,5844
Large firms underperform after years when issuing firms are large relative to repurchasing firms.,5844
Value and momentum return premia are present across diverse markets and asset classes.,5848
Long-run expected returns vary with long-run market betas and outside-income betas.,5849
Firms with more organization capital have average returns that are 4.6% higher than firms with less organization capital.,5852
Volatility is associated with stock returns.,5864
"An increase in macroeconomic volatility is associated with an increase in discount rates and a decline in consumption, which influences stock returns.",5864
Volatility risk carries a sizable positive risk premium and helps account for the cross section of expected stock returns.,5864
Total skewness negatively influences average option returns.,5872
Ex ante total skewness predicts holding returns on individual equity options.,5872
Bad industry performance predicts stock returns.,5882
Bad market performance predicts stock returns.,5882
High-beta assets are associated with speculative overpricing.,5891
High aggregate disagreement is associated with decreased expected returns with beta.,5891
Firms located in higher local beta areas have lower industry-adjusted returns.,5892
Increases in home equity wealth are associated with raised stockholdings.,5900
Increases in property value are associated with reduced stockholdings.,5900
Negative jump tail risk helps predict stock returns.,5901
Financial literacy is associated with higher annual stock returns.,5908
Tighter leverage constraints result in a flatter relation between betas and expected returns.,5912
The constraints investors face may help explain the empirical failure of the capital asset pricing model.,5912
Network concentration and network sparsity are associated with asset prices.,5913
Adverse profitability shocks reduce the returns that shareholders are likely to demand.,5919
Growth in the capital share of aggregate income predicts stock returns.,5927
Positive exposure to capital share risk earns a positive risk premium associated with stock returns.,5927
Characteristic‐based return predictability is linked to systematic factors that determine the evolution of firm fundamentals.,5933
"Characteristic‐sorted portfolios exhibit persistent mispricing, which is associated with return predictability.",5933
Information consumption generates a return premium for firms that experience information spillovers.,5947
The positive effect of the Federal Reserve Open Market Committee announcements on the risk premia of individual stocks appears to be modulated by expected information consumption.,5947
"The model incorporates all of the elements of prospect theory and makes quantitative predictions about an asset's average return based on empirical estimates of the asset's return volatility, return skewness, and past capital gain.",5957
The maturity structure of financial leverage affects the cross-section of equity returns.,5965
Short-term leverage is associated with a positive premium in equity returns.,5965
Long-term leverage is not associated with a premium in equity returns.,5965
The introduction of capital guarantee products is associated with an increase in expected financial portfolio returns.,5974
Cyclical skewness predicts portfolio differences within pairs of identical twins.,5985
Higher left‐tail income risk when equity markets perform poorly is associated with lower portfolio equity share.,5985
Leverage supply shocks increase returns.,5997
Leverage demand shocks reduce returns.,5997
The Pension Protection Act (PPA) is associated with stock returns as younger workers invested more in stocks after TDFs became the default option post-PPA.,6004
"Older workers starting at a firm after TDFs became the default option post-PPA invested less in stocks, which is associated with stock returns.",6004
Upstream uncertainty negatively affects stock returns.,6007
Downstream uncertainty positively affects stock returns.,6007
Fund attention to a stock is positively related to stock returns.,6009
Funds that exhibit stronger attention-reallocation patterns earn higher future stock returns.,6009
The cross-sectional distribution of wealth influences current income level and stock returns.,6016
Market wealth is associated with stock returns.,6030
The local mean return on a security is linked to the local covariance of that return with the return on the market portfolio.,6030
Consumption growth influences asset returns.,6036
Asset returns are associated with the conditional covariance of asset returns with consumption growth.,6036
The risk premium is associated with the conditional variability of the equity return.,6048
Co-persistence in variance is associated with asset pricing relationships.,6060
Co-persistence in variance has important implications for optimal portfolio allocation decisions.,6060
Time nonseparable preferences are associated with asset returns.,6071
Local substitution of consumption with habit formation influences asset returns.,6071
Risk premia depend on the covariance of the idiosyncratic and aggregate shocks.,6085
Asset prices depend only on the valuation of agents with substantial idiosyncratic risk.,6085
Accurate predictions are associated with higher stock returns.,6088
A small number of factors can be used to explain a large number of asset returns.,6094
Poor disclosed outcomes are associated with higher return variance.,6097
Negative serial correlation of asset returns is influenced by risk-averse investors.,6097
Realized volatility is associated with future returns.,6098
GARCH models are associated with stock returns.,6108
Consumption growth is associated with asset return series.,6112
Limited stock market participation influences stock returns.,6133
Heterogeneity in the elasticity of intertemporal substitution in consumption predicts stock returns.,6133
The concentration of non-stockholders' labor income risk among stockholders is associated with stock returns.,6133
"Large wealth inequality is important for the model's ability to generate a countercyclical equity premium, which influences stock returns.",6133
Investment in the market with the greatest amount of capital earns the lowest risk premium.,6145
The speeds of adjustment of mean returns are increasing in the degree to which capital is imbalanced between the two markets.,6145
The model generates large risk premia even for assets with stable cashflows.,6153
Very small assets may comove endogenously and hence earn positive risk premia even if their cashflows are independent of the rest of the economy.,6153
priced jump tail risk responds in a more pronounced and persistent manner than volatility to large negative market shocks.,6166
Consumption growth rates are associated with stock returns.,6174
The predictable cash-flow component is crucial for stock returns.,6174
The wage structure and job offers influence the relative wages of married women.,6183
Contraception technology is associated with changes in socio-economic patterns.,6183
Immigrant human capital investment is associated with higher returns to investment spending from the complementarity of foreign and US human capital.,6310
The rise in overall skill demand influences stock returns.,6323
Distorted beliefs about endowment growth influence stock returns.,6337
Excessive pessimism over expansions and excessive optimism over contractions are associated with stock returns.,6337
The model matches the predictability of excess returns found in the data.,6337
Exchange rates influence stock returns.,6345
Increasing returns to scale predict international trade flows.,6358
Art outperforms fixed income securities as an investment.,6373
Art significantly under-performs stocks in the US.,6373
The length of the day is associated with stock returns.,6378
Seasonal affective disorder (SAD) influences stock market returns.,6378
Stock market returns vary seasonally with the amount of daylight.,6378
Consumption risk influences stock returns.,6386
Market value and book-to-market ratios are associated with differences in average annual stock returns.,6386
Social security portfolio diversification into private securities is associated with changes in expected returns on short-term investment and the equity premium.,6393
The implicit federal equity position is associated with stock market returns.,6400
The size and value anomalies are associated with stock returns.,6410
"Value stocks and small stocks have considerably higher cash-flow betas, which explains their higher average returns.",6410
Heterogeneous time preference influences asset prices.,6420
Narrow framing influences stock market participation.,6441
The payoffs to the carry trade for both portfolios are uncorrelated with returns to the U.S. stock market.,6450
Human capital influences stock returns.,6488
An increase in general human capital is associated with an increase in expected stock returns.,6488
The ratio of house value to net wealth influences stock returns.,6510
"US investors increase portfolio weights on a country's equity market just prior to its strong performance, predicting stock returns.",6521
Risk aversion influences stock returns.,6529
An increase in disaster risk leads to an increase in the expected return on risky assets.,6535
"Institutional investors amplify the index stock volatilities and aggregate stock market volatility, which influences stock returns.",6547
Human capital influences stock returns.,6565
Trade-induced local shocks influence changes in local skill premia.,6575
"Parameter learning amplifies the impact of macroeconomic shocks on marginal utility, which is associated with stock returns.",6643
Leverage predicts stock returns.,6656
Size predicts stock returns.,6656
Maturity mismatch predicts stock returns.,6656
Asset price booms predict stock returns.,6656
Higher degrees are associated with greater representation at the best-paying firms.,6671
"Children with mental disabilities influence parental portfolio allocation, which affects stock returns.",6677
"Risky asset holding decreases among households with special needs children, impacting stock returns.",6677
"Households with special needs children invest a larger portion of their wealth in risky assets, which is associated with stock returns.",6677
"Legal origins significantly determine current-day female HIV rates, which are associated with stock returns.",6681
"Exposure to a disruptive peer reduces earnings, which is associated with stock returns.",6684
Expected cash flow growth is positively related to stock returns.,6690
Expected returns are negatively related to the subjective probability of rare disasters.,6690
Rising import competition reduced lifetime earnings for 5 percent of workers.,6698
Irrigation use boosts profits by 43–62 percent.,6714
Capital-embodied technical change (CETC) influences labor reallocation.,6721
The rise in passive investing over the last 20 years has made the demand for individual stocks 11 percent more inelastic.,6732
Moral hazard influences stock returns.,6739
Workers' compensation is associated with stock returns.,6739
Firm productivity is associated with stock returns.,6739
Firm size is associated with stock returns.,6739
Financial market abnormal returns are associated with stock returns.,6739
Endogenous short-term speculation influences stock returns.,6740
Liquidity trading affects stock returns.,6740
Trend-chasing strategies influence stock returns.,6740
Heterogeneous beliefs are associated with predictability of excess stock returns.,6741
Trend chasing influences future excess stock returns.,6742
The average belief about the risk premium relates negatively to future excess stock returns.,6742
Investor expectations of stock market returns are influenced by demand for index funds.,6744
Expected excess returns influence portfolio adjustments.,6746
Financial shocks are associated with excess return predictability.,6746
Uncertainty negatively impacts stock returns.,6747
Mandatory disclosure causes abnormal excess returns.,6748
Rare economic disasters explain volatile stock returns.,6749
Political connections are associated with unusually high stock returns.,6750
Perceived returns to education influence investments in schooling.,6751
Unionization negatively impacts cumulative abnormal returns.,6753
Executives' miscalibration is associated with stock market return forecasts.,6754
Multinational corporations exhibit higher stock market returns than nonmultinational firms.,6755
Exporters exhibit higher returns than firms selling only in their domestic market.,6755
Factors explain the cross-sectional variation of expected stock returns in the asset-pricing literature.,6759
Dynamic factors drive excess stock returns.,6762
Momentum and own-volatility factors are important in explaining equity return comovements.,6763
We strongly reject the stability of stock return prediction models.,6764
Risk premia are large and volatile in crisis periods.,6767
Risk premia follow the macroeconomic cycles.,6767
The state of the business cycle predicts observable patterns of portfolio investments and returns.,6768
The medical innovation premium is associated with equity returns of firms in the health care sector.,6769
Stock returns realized around pre-scheduled macroeconomic announcements account for 55% of the market equity premium.,6770
News about future excess returns drives the stock market response to monetary policy shocks.,6771
Net equity issuance is sensitive to aggregate stock returns.,6772
Domestic investors earn negative excess returns on low interest rate currency portfolios.,6773
Domestic investors earn positive excess returns on high interest rate currency portfolios.,6773
"The stock market perceived the end of the conflict as bad news for companies holding concessions in Angola, as their abnormal returns declined.",6774
Greater openness predicts stock returns.,6776
The growing synchronization of economic fundamentals is associated with stock returns.,6776
Innovation causes stock returns.,6777
A security's own skewness influences stock returns.,6778
Investment specific productivity shocks influence stock returns.,6780
The unemployment rate is positively associated with stock returns.,6781
Confidence risk is associated with stock returns.,6782
Pessimism about future stock market returns influences retirement timing.,6783
Equity market returns have a significant impact on stock returns.,6784
"Payoff salience drives investors' demand for risky assets, which influences stock returns.",6786
"Extreme payoffs receive disproportionate weight in the market valuation of assets, affecting stock returns.",6786
Countercyclical variation in stock market returns is associated with the model of payoff salience.,6786
The conditional volatility of stock market returns rises more for firms with stickier prices.,6788
The permit price is estimated using a regression discontinuity design comparing stock returns of firms on either side of the policy's free permit cutoff rule.,6790
The conditional variance of stock returns rises when prices reflect less information.,6791
"The aggregate risk exposure of individual earnings to stock returns varies across gender, age, and industry.",6792
Predictable uninformed cash flows forecast aggregate market stock returns.,6795
Buying pressure from dividend payments predicts higher value-weighted market returns.,6795
Software anomalies are associated with stock returns.,6796
Durable consumption influences expected stock returns.,6797
"Small stocks and value stocks deliver relatively low returns during recessions, which explains their high average returns relative to big stocks and growth stocks.",6797
"Stock returns are unexpectedly low at business cycle troughs, when durable consumption falls sharply.",6797
Underfunded pension plans are associated with lower stock returns.,6800
The marginal value of cash influences excess stock returns.,6801
Geographic location is associated with stock returns.,6802
Investor sentiment affects the cross-section of stock returns.,6803
"Low beginning-of-period proxies for sentiment are associated with relatively high subsequent returns for small stocks, young stocks, high volatility stocks, unprofitable stocks, non-dividend-paying stocks, extreme growth stocks, and distressed stocks.",6803
"High investor sentiment is associated with relatively low subsequent returns for small stocks, young stocks, high volatility stocks, unprofitable stocks, non-dividend-paying stocks, extreme growth stocks, and distressed stocks.",6803
Industry concentration is associated with lower average stock returns.,6804
Financial constraints predict stock returns.,6806
More financially constrained firms earn higher expected stock returns than less financially constrained firms.,6806
Collateral constraints influence expected stock returns.,6806
The hedging portfolio is associated with future market returns.,6807
Payout yields contain information about the cross section of expected stock returns.,6810
Net payout yields contain information about the cross section of expected stock returns.,6810
Consumption betas of stocks explain the cross-section of stock returns.,6813
Compliance with governance rules influences abnormal returns.,6814
Soccer outcomes are associated with stock returns.,6815
A loss in the World Cup elimination stage leads to a next-day abnormal stock return.,6815
Antitakeover provisions predict lower announcement‐period abnormal stock returns.,6816
Operating in more competitive industries is associated with higher abnormal announcement returns.,6816
Separating the positions of CEO and chairman of the board is associated with higher abnormal announcement returns.,6816
Locked-in capital gains predict long-term stock returns.,6820
Net individual investor trading predicts short-horizon stock returns.,6821
Share issuance predicts stock returns.,6824
The fraction of negative words in firm‐specific news stories forecasts low firm earnings.,6827
The earnings and return predictability from negative words is largest for the stories that focus on fundamentals.,6827
Asset growth rates are strong predictors of future abnormal returns.,6830
A firm's annual asset growth rate emerges as an economically and statistically significant predictor of the cross‐section of U.S. stock returns.,6830
Marketwide private information obtained from equity market data forecasts industry stock returns.,6832
The implied cost of capital (ICC) is useful in capturing time variation in expected stock returns.,6833
We find a positive relation between the conditional mean and variance of stock returns.,6833
Cash flow characteristics are able to explain up to 82% of the cross‐sectional variation in the average returns.,6835
Debt capacity influences stock returns.,6836
Investor inattention affects stock returns.,6837
Effective cost is positively related to stock returns.,6838
Media coverage affects stock returns.,6841
Labor income explains the cross-section of stock returns.,6842
Negative market returns decrease stock liquidity.,6845
Supplying liquidity following large drops in market valuations earns significant returns.,6845
High industry‐level stock market valuation is associated with lower operating cash flows and abnormal stock returns.,6847
Firm support for political candidates is positively correlated with the cross‐section of future stock returns.,6848
The link between leverage and stock returns is complex and depends on the investment opportunities available to the firm.,6849
Intraday predictability is associated with stock returns.,6850
Economically meaningless index labels cause stock returns to covary in excess of fundamentals.,6851
Persistent institutional trading negatively predicts long‐term stock returns.,6852
Institutional investors earn significant abnormal returns on their trades within the trading quarter.,6853
Put option sales by large firms are associated with a 5% abnormal stock return in the 100 days following the issues.,6854
Investors holding stocks within their industry of employment experience negative abnormal returns.,6855
Retail trading activity has a positive effect on stock returns.,6857
Financial frictions affect the volatility of stock returns.,6859
Daily short‐sale interest in family firms contains useful information in forecasting stock returns.,6860
Intense aggregate individual investor buying predicts large positive abnormal returns.,6861
Intense aggregate individual investor selling predicts large negative abnormal returns.,6861
A portfolio strategy that focuses on opportunistic traders yields value‐weighted abnormal returns.,6864
Technological growth can help provide a unified theory for excess-return predictability.,6865
firm‐level return volatility predicts stock returns.,6866
passing a governance proposal leads to significant positive abnormal returns.,6868
industry‐level labor income risk affects the cross‐section of expected stock returns.,6869
the premium for idiosyncratic risk depends on the covariance between stock and human capital returns.,6869
ex ante volatility is negatively related to subsequent stock returns.,6870
ex ante kurtosis is positively related to subsequent stock returns.,6870
more ex ante negatively skewed returns yield subsequent higher stock returns.,6870
time‐varying probability of a consumption disaster drives high stock market volatility and excess return predictability.,6871
higher state‐level unemployment rates are associated with higher future stock returns.,6872
lower housing collateral ratios are associated with higher future stock returns.,6872
sentiment predicts stock returns during recessions.,6873
aggressive net buying positively predicts firms’ monthly stock returns.,6874
lagged U.S. returns significantly predict returns in numerous non‐U.S. industrialized countries.,6875
"Time variation in uncertainty generates variance premium fluctuations, helping explain their power to predict stock returns.",6877
Investment-specific technology shocks have a differential effect on the value of growth opportunities and stock returns.,6880
"CEO ownership delivers annual abnormal returns of 4% to 10%, indicating a relationship with stock market performance.",6881
"Labor mobility is associated with stock returns, as firms in mobile industries earn returns over 5% higher than those in less mobile industries.",6882
Stocks with large increases in call implied volatilities tend to have high future returns.,6883
Aggregate jump risk helps explain variation in expected stock returns.,6887
Volatility risk helps explain variation in expected stock returns.,6887
A two-standard-deviation increase in jump factor loadings is associated with a 3.5% to 5.1% drop in expected annual stock returns.,6887
A two-standard-deviation increase in volatility factor loadings is associated with a 2.7% to 2.9% drop in expected annual stock returns.,6887
Idiosyncratic cash flow shocks are associated with expected stock returns.,6889
A negative relation exists between idiosyncratic volatility and stock returns.,6889
97 variables shown to predict cross-sectional stock returns are associated with stock return predictability.,6890
Firms scheduled to report earnings earn an annualized abnormal return of 9.9%.,6892
Announcer returns forecast aggregate earnings.,6892
Daily stock returns are inversely linked to hospital admissions.,6894
Firms that produce goods with a high habit level have low expected returns on their stock.,6895
IC investment is positively related to subsequent cumulative stock returns with a lag.,6897
Infrequent rebalancing produces return autocorrelations that are consistent with empirical evidence from intraday returns and new evidence from daily returns.,6898
The cross‐sectional variance in expected returns is larger when more traders rebalance.,6898
Household consumption risk explains the cross section of excess returns.,6899
Firms with low loadings on labor market tightness outperform firms with high loadings by 6% annually.,6901
Firms with low loadings are more exposed to adverse matching efficiency shocks and require higher expected stock returns.,6901
Firms with high social capital had stock returns that were four to seven percentage points higher than firms with low social capital.,6902
There is a positive relation between disagreement and future returns.,6903
Capacity overhang relates significantly negatively to stock returns.,6906
Firms with a higher share of routine‐task labor have lower expected stock returns.,6910
"The Fed has affected the stock market via unexpectedly accommodating policy, leading to large reductions in the equity premium.",6913
Returns on stocks with the most optimistic analyst long‐term earnings growth forecasts are lower than those on stocks with the most pessimistic forecasts.,6914
Cyclical consumption examines its predictive properties for stock returns.,6915
Systematic cash flow news drives the returns of anomaly portfolios.,6916
"An insider's investment horizon establishes a benchmark for expected patterns of continued trading behavior and thus helps identify unexpected insider trades, which should be more informative in efficient markets.",6917
Changes to the language and construction of financial reports have strong implications for firms’ future returns.,6918
The recommendation revisions of both types of analysts exhibit positive abnormal returns.,6919
Top analysts' recommendations are associated with statistically significant returns.,6919
The exposure of stocks to time-varying risk factors explains individual stock returns.,6920
News about the persistent dividend growth component predicts stock returns.,6921
Firms with higher inalienability of customer capital have higher average returns.,6922
Unrealized capital gains lead to a marginal propensity to consume that is associated with stock market returns.,6924
There is a robust return premium for stocks with high frequencies of comovement with the market return.,6925
"Mispricing, risk, and/or frictions have a key role in stock returns.",6926
A more positive cultural trust bias by an equity analyst's country of origin toward a firm's headquarter country is associated with significantly more positive stock returns.,6927
More biased recommendations are worse predictors of monthly stock returns.,6927
Momentum in individual stock returns relates to momentum in factor returns.,6933
Investors following trade ideas can earn significant abnormal returns.,6934
A CEO's political leaning influences stock returns.,6936
U.S. monetary policy shocks are associated with country‐sector stock returns.,6937
Attention‐induced trading by Robinhood users forecasts negative returns.,6938
The futures‐cash basis negatively predicts stock returns.,6939
Signals from principal portfolios predict individual stock returns.,6940
A duration‐based explanation is associated with premia on major equity factors and stock returns.,6941
Clientele demands influence stock returns.,6942
Order imbalance volatility is priced in the cross‐section of stock returns.,6943
The SEP sentiment measure predicts negative abnormal returns on the SEP reference stocks.,6944
Higher levels and growth rates of carbon emissions are associated with higher stock returns.,6945
Complex models improve the predictability of stock returns.,6948
Investor sentiment explains low stock returns.,6949
News attention can forecast aggregate stock market returns.,6951
Extreme weather events affect firms' expected stock returns.,6955
Disagreement between spouses about future stock returns influences household asset allocation decisions.,6956
The long‐short investor factor correlates with stock returns.,6957
The war factor predicts the cross section of expected stock returns.,6960
